No.,Rule,Rule ID,Query,Tool Output,Correct (Y/N)
225,E013_UnnecessaryGroupByAttribute,E013,"select import_values.id, import_values.part_id, import_values.qty, import_values.note, parts.partterminologyname, group_concat(basevehicle.yearid, ' ', make.makename, ' ', model.modelname, ' ', submodel.submodelname separator ', '), group_concat(distinct(enginedesignation.enginedesignationname) separator ', '), group_concat(distinct(enginevin.enginevinname) separator ', '), group_concat(distinct(enginebase.liter) separator ', '), group_concat(distinct(enginebase.cc) separator ', '), group_concat(distinct(enginebase.cid) separator ', '), group_concat(distinct(enginebase.cylinders) separator ', '), group_concat(distinct(enginebase.blocktype) separator ', '), group_concat(distinct(enginebase.engborein) separator ', '), group_concat(distinct(enginebase.engboremetric) separator ', '), group_concat(distinct(enginebase.engstrokein) separator ', '), group_concat(distinct(enginebase.engstrokemetric) separator ', '), group_concat(distinct(fueldeliverytype.fueldeliverytypename) separator ', '), group_concat(distinct(fueldeliverysubtype.fueldeliverysubtypename) separator ', '), group_concat(distinct(fuelsystemcontroltype.fuelsystemcontroltypename) separator ', '), group_concat(distinct(fuelsystemdesign.fuelsystemdesignname) separator ', '), group_concat(distinct(aspiration.aspirationname) separator ', '), group_concat(distinct(cylinderheadtype.cylinderheadtypename) separator ', '), group_concat(distinct(fueltype.fueltypename) separator ', '), group_concat(distinct(ignitionsystemtype.ignitionsystemtypename) separator ', '), group_concat(distinct(mfr.mfrname) separator ', '), group_concat(distinct(engineversion.engineversion) separator ', '), group_concat(distinct(valves.valvesperengine) separator ', '), group_concat(distinct(bedlength.bedlength) separator ', '), group_concat(distinct(bedlength.bedlengthmetric) separator ', ') from import_values inner join basevehicle inner join parts inner join make inner join model inner join vehicle inner join submodel inner join vehicletoengineconfig inner join engineconfig inner join enginedesignation inner join enginevin inner join enginebase inner join fueldeliveryconfig inner join fueldeliverytype inner join fueldeliverysubtype inner join fuelsystemcontroltype inner join fuelsystemdesign inner join aspiration inner join cylinderheadtype inner join fueltype inner join ignitionsystemtype inner join mfr inner join engineversion inner join valves inner join vehicletobedconfig inner join bedconfig inner join bedlength group by part_id;",unnecessary group by attribute: part_id,TRUE
226,E013_UnnecessaryGroupByAttribute,E013,select count(*) from tbl t group by t.ip_address order by count(*) desc limit 10;,unnecessary group by attribute: tbl.ip_address,TRUE
227,E013_UnnecessaryGroupByAttribute,E013,"select name, max(b), max(c), min(b), min(c) from tablename group by name, b, c;","unnecessary group by attribute: b, unnecessary group by attribute: c",TRUE
228,E013_UnnecessaryGroupByAttribute,E013,"select customer_name, count(purchases.customer_id) as number_of_purchaes from customer left join purchases on customer.customer_id = purchases.customer_id group by customer.customer_id;",unnecessary group by attribute: customer.customer_id,TRUE
229,E013_UnnecessaryGroupByAttribute,E013,"select c.name, count( * ) as mycount from coupon c left join coupon_users u on c.id = u.coupon_id group by c.id order by mycount desc;",unnecessary group by attribute: coupon.id,TRUE
230,E013_UnnecessaryGroupByAttribute,E013,"select game.mdate, game.team1, sum(case when goal.teamid=game.team1 then 1 else 0 end) score1, game.team2, sum(case when goal.teamid=game.team2 then 1 else 0 end) score2 from game inner join goal group by game.mdate, goal.matchid, game.team1, game.team2;",unnecessary group by attribute: goal.matchid,TRUE
231,E013_UnnecessaryGroupByAttribute,E013,"select itemprices.id, min(itemprices.lowprice) as minprice, itemprices.locationid from itemprices left join t where t.id is null group by locationid;",unnecessary group by attribute: locationid,TRUE
232,E013_UnnecessaryGroupByAttribute,E013,"select employees.empid, sum(workhours.hoursworked) as totalhours from employees inner join workhours where wh_month = 4 group by lastname, firstname, employees.empid;","unnecessary group by attribute: lastname, unnecessary group by attribute: firstname",TRUE
233,E013_UnnecessaryGroupByAttribute,E013,select sum(points) as total_points from sometable where total_points > 25 group by username;,unnecessary group by attribute: username,TRUE
234,E013_UnnecessaryGroupByAttribute,E013,select count(1) from file_item p join type t on t.id = p.family_type_id group by p.family_type_id order by t.name;,unnecessary group by attribute: file_item.family_type_id,TRUE
235,E013_UnnecessaryGroupByAttribute,E013,"select group_name, group_id, sum(case when pass_fail = 'pass' then 1 else 0 end) as pass, sum(case when pass_fail = 'fail' then 1 else 0 end) as fail from log a join group b group by b.group_name, a.group_id;","unnecessary group by attribute: group.group_name, unnecessary group by attribute: log.group_id",TRUE
236,E013_UnnecessaryGroupByAttribute,E013,"select knowledge.*, sorting.* from knowledge, sorting where knowledge.id = sorting.kid group by kid having count(id) < 2;",unnecessary group by attribute: kid,TRUE
237,E013_UnnecessaryGroupByAttribute,E013,"select t.historyid from synk_isheet_1_int t where t.historyid = 6 and t.group1id = 27 and t.group2id = 4 group by t.historyid,t.requestentityid;",unnecessary group by attribute: synk_isheet_1_int.requestentityid,TRUE
238,E013_UnnecessaryGroupByAttribute,E013,"select classes.classname, students.userid from classassociation join students join classes where classassociation.classid = 1 group by classname;",unnecessary group by attribute: classname,TRUE
239,E013_UnnecessaryGroupByAttribute,E013,select avg(m.a) from maintable m inner join #temptable t on m between t.startdate and t.enddate group by t.startdate;,unnecessary group by attribute: #temptable.startdate,TRUE
240,E013_UnnecessaryGroupByAttribute,E013,"select p.p_pid, p.p_name, p.p_url from products p inner join activity a on p.p_pid = a.a_pid where a.a_uid= "".$uid_int."" group by p_pid, p_name, p_url order by max(a.a_time) desc limit 6;","unnecessary group by attribute: p_pid, unnecessary group by attribute: p_name, unnecessary group by attribute: p_url",TRUE
241,E014_UnnecessaryGroupByClause,E014,select customerkey from factinvoices i where i.dossierkey =2 and i.reportingdate between '2016-01-01' and '2017-12-31' group by customerkey;,unnecessary group by clause: select customerkey ... group by customerkey,TRUE
242,E014_UnnecessaryGroupByClause,E014,select ins1 as insurance from insauth2 where ins1 is not null group by ins1 union select ins2 as insurance from insauth2 where ins2 is not null group by ins2 union select ins3 as insurance from insauth2 where ins3 is not null union select ins4 as insurance from insauth2 where ins4 is not null union select ins5 as insurance from insauth2 where ins5 is not null;,"unnecessary group by clause: select ins1 ... group by ins1, unnecessary group by clause: select ins2 ... group by ins2",TRUE
243,E014_UnnecessaryGroupByClause,E014,"select cast(somecol as decimal(10,3)) from sometable group by cast(somecol as decimal(10,3));",unnecessary group by clause: select somecol ... group by somecol,TRUE
244,E014_UnnecessaryGroupByClause,E014,select distinct productid from x_product_ship group by productid having shipid <> 3;,unnecessary group by clause: select productid ... group by productid,TRUE
245,E014_UnnecessaryGroupByClause,E014,select country from yourtable group by country;,unnecessary group by clause: select country ... group by country,TRUE
246,E014_UnnecessaryGroupByClause,E014,select reservations.idcustomer from reservations (nolock) where excludedreservations.idcustomer is null and reservations.idcustomer is not null group by reservations.idcustomer;,unnecessary group by clause: select idcustomer ... group by idcustomer,TRUE
247,E014_UnnecessaryGroupByClause,E014,select zip from table1 where created between '2014-08-04 00:00:00' and '2014-08-08 23:59:59' group by zip order by count desc;,unnecessary group by clause: select zip ... group by zip,TRUE
248,E014_UnnecessaryGroupByClause,E014,select trackid from tracks where timestamp between tmin and tmax group by trackid;,unnecessary group by clause: select trackid ... group by trackid,TRUE
249,E014_UnnecessaryGroupByClause,E014,"select t.purchase_date, t.qty, approx_percentile(t1.qty, 0.9) tp90 from mytable t inner join mytable t1 group by t.purchase_date, t.qty;",no errors,TRUE
250,E014_UnnecessaryGroupByClause,E014,"select parent_id, listagg(child_id, ',') within group (order by child_id) as ""children"" from parentchildtable where parent_id = 0 group by parent_id;",no errors,TRUE
251,E014_UnnecessaryGroupByClause,E014,select product_name from purchase_history group by product_name;,unnecessary group by clause: select product_name ... group by product_name,TRUE
252,E014_UnnecessaryGroupByClause,E014,"select animal from pets group by animal having animal not in ( select animal from pets where name not in ('homer','bart','marge','lisa','maggie') group by animal );",unnecessary group by clause: select animal ... group by animal,TRUE
253,E014_UnnecessaryGroupByClause,E014,"select pers_key, pers_name from visit_info a join valid_dates b where a.visit_date between b.start_date and b.end_date group by pers_key, pers_name;","unnecessary group by clause: select pers_key, pers_name ... group by pers_key, pers_name",TRUE
254,E014_UnnecessaryGroupByClause,E014,"select   id, group_concat(name order by name asc separator ', ') from     my_table group by id;",unnecessary group by clause: select id ... group by id,TRUE
255,E014_UnnecessaryGroupByClause,E014,select country from countries group by country having sum(building) is null;,no errors,TRUE
256,E014_UnnecessaryGroupByClause,E014,"select t1.groupguid, t2.memberguid from temp t1, temp t2 where t2.isgroup = 0 group by t1.groupguid, t2.memberguid;","unnecessary group by clause: select groupguid, memberguid ... group by groupguid, memberguid",TRUE
257,E014_UnnecessaryGroupByClause,E014,select p.name from pc p left join sc s on p.color=s.color where s.color is not null group by p.name;,unnecessary group by clause: select name ... group by name,TRUE
258,E014_UnnecessaryGroupByClause,E014,"select maker_id, status_id from cars where status_id != 0 group by maker_id, status_id union all select maker_id, max(status_id) max_status_id from cars group by maker_id having max_status_id = 0;","unnecessary group by clause: select maker_id, status_id ... group by maker_id, status_id",TRUE
259,E014_UnnecessaryGroupByClause,E014,select tb.id from tablea ta inner join tableb tb group by tb.id;,unnecessary group by clause: select id ... group by id,TRUE
260,E014_UnnecessaryGroupByClause,E014,"select student_id, name, group_concat(subject separator ' ') from table1 join table2 on table1.student_id = table2.student_no group by student_id, name;","unnecessary group by clause: select student_id, name ... group by student_id, name",TRUE
261,E015_UnnecessaryUnionCondition,E015,select count(*) from t1 where value='0' union select count(*) from t1 where value='1';,unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
262,E015_UnnecessaryUnionCondition,E015,select * from mytable where a=x union all select * from mytable where b=y and a!=x;,unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
263,E015_UnnecessaryUnionCondition,E015,"select cc.contactpersonid, cc.clientcontactid, ad.city, ad.addressid from savedlist sl inner join clientcontacts cc on cc.contactpersonid = sl.objectid inner join clients c on c.clientid = cc.clientid inner join address ad on c.clientid = ad.objectid where sl.savedlistid = 2117 and (ad.city is not null or ad.city <> '') union select cc.contactpersonid, cc.clientcontactid, ad.city, ad.addressid from savedlist sl inner join clientcontacts cc on cc.contactpersonid = sl.objectid inner join clients c on c.clientid = cc.clientid inner join address ad on c.clientid = ad.objectid where sl.savedlistid = 2117 and (ad.city is null or ad.city = '') and cc.clientcontactid not in ( select cc.clientcontactid from savedlist sl inner join clientcontacts cc on cc.contactpersonid = sl.objectid inner join clients c on c.clientid = cc.clientid inner join address ad on c.clientid = ad.objectid where sl.savedlistid = 2117 and (ad.city is not null or ad.city <> '') );",unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
264,E015_UnnecessaryUnionCondition,E015,"select id,name,age from student where age < 15 union select id,name,age from student where name like '%a%' order by name;",unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
265,E015_UnnecessaryUnionCondition,E015,select * from citizen          c where c.name = 'smith' union select * from citizen          c where p.area = 'moon';,unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
266,E015_UnnecessaryUnionCondition,E015,select * from a_table where a_column = :a_var union select * from a_table where b_column = :a_var;,unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
267,E015_UnnecessaryUnionCondition,E015,"select id, name from color where parentid=4 union select id, name from color where parentid=(select id from color where parentid=4);",unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
268,E015_UnnecessaryUnionCondition,E015,select * from table where id1 = :var1 and id2 = :var2 union all select * from table where id1 = :var2 and id2 = :var1;,unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
269,E015_UnnecessaryUnionCondition,E015,"select resourceid from mytable where startdate between '2009-01-01' and '2009-01-20' and datediff(day, case when enddate < '2009-01-20' then enddate else '2009-01-20' end, startdate) >= 5 union select resourceid from mytable where enddate between '2009-01-01' and '2009-01-20' and datediff(day, enddate, case when startdate > '2009-01-01' then startdate else '2009-01-01' end) >= 5;",unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
270,E015_UnnecessaryUnionCondition,E015,"select fiscal_period, fiscal_year, amount from maxtable where fiscal_period = 5 union all select fiscal_period, fiscal_year, amount from maxtable where fiscal_period = (select max(fiscal_period) from maxtable) and not exists (select * from maxtable where fiscal_period = 5);",unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
271,E015_UnnecessaryUnionCondition,E015,"select * from xx where f_colour = ""green"" union all select * from xx where id not in (select distinct id from xx where f_colour = ""green"");",unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
272,E015_UnnecessaryUnionCondition,E015,"select customers.firstname, customers.surname, customers.dob, customers.customeraddress from customers where customers.customeraddress like '%'+ 'main' + '%' union select customers.firstname, customers.surname, customers.dob, customers.customeraddress from customers where customers.customeraddress like '%'+ 'gladys'+ '%';",unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
273,E015_UnnecessaryUnionCondition,E015,select * from stock where stockid in (33) union select * from stock where stockid in (12) union select * from stock where stockid in (53) union select * from stock where stockid in (4) union select * from stock where stockid in (99) union select * from stock where stockid in (88);,unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
274,E015_UnnecessaryUnionCondition,E015,select id from foo where a = 1 and b = 2 union all select id from foo where a = 3 and b = 4 union all select id from foo where a = 5 and b = 6;,unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
275,E015_UnnecessaryUnionCondition,E015,"select a.id, b.model, c.color from cars a join models b join colors c join brands d where b.id=1 union all select a.id, b.model, c.color from cars a join models b join colors c join brands d where b.id=3;",unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
276,E015_UnnecessaryUnionCondition,E015,"select id, name, group_id from mytable where id in ( select min(id) from mytable group by group_id) union all select id, name, group_id from mytable where id in ( select min(id) from mytable where id not in ( select min(id) from mytable group by group_id ) group by group_id) order by group_id;",unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
277,E015_UnnecessaryUnionCondition,E015,"select meetingid, billid from mytable where billid is not null group by billid union all select meetingid, billid from mytable where billid is null;",unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
278,E015_UnnecessaryUnionCondition,E015,"select id, event, seen, time_stamp from notifications n where id_user = :id and seen is null union all (select id, event, seen, time_stamp from notifications n where id_user = :id and seen is not null limit 15);",unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
279,E015_UnnecessaryUnionCondition,E015,select name from foo where name like 'm%' order by name desc union all select name from foo where name not like 'm%' order by name asc;,unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
280,E015_UnnecessaryUnionCondition,E015,select friend_user_id from friends where user_id = 1 union select friend_user_id from friends where user_id in (select friend_user_id from friends where user_id = 1);,unnecessary union condition: replace UNION/UNION ALL with WHERE clause connected by OR,TRUE
281,E016_UnnecessaryOrderByTerm,E016,"select parent.object_id,parent.event_time,parent.state,min(child.event_time) as ch_event_time, case when parent.state<>'done' and min(child.event_time) is null then (select localtimestamp)-parent.event_time else min(child.event_time)-parent.event_time end as step_time from objectstate parent where parent.object_id=4 group by parent.object_id,parent.event_time,parent.state order by parent.object_id,parent.event_time,parent.state;",unnecessary order by term: objectstate.object_id,TRUE
282,E016_UnnecessaryOrderByTerm,E016,"select title, pubid as 'publisher id', pubdate as 'publish date' from books where pubid = 4 or pubdate > '01-jan-01' order by pubid asc;",unnecessary order by term: pubid,TRUE
283,E016_UnnecessaryOrderByTerm,E016,"select * from tv_watchers where mins_watching_tv <= 60 or id=10 order by mins_watching_tv desc, id asc limit 6;",unnecessary order by term: id,TRUE
284,E016_UnnecessaryOrderByTerm,E016,"select t.name as tablename, p.rows as rowcounts, convert(decimal,sum(a.total_pages)) * 8 / 1024 / 1024 as totalspacegb, sum(a.used_pages) * 8 / 1024 / 1024 as usedspacegb , (sum(a.total_pages) - sum(a.used_pages)) * 8 / 1024 / 1024 as unusedspacegb from sys.tables t inner join sys.indexes i on t.object_id = i.object_id inner join sys.partitions p on i.object_id = p.object_id and i.index_id = p.index_id inner join sys.allocation_units a on p.partition_id = a.container_id where t.name = 'yourtable' and t.is_ms_shipped = 0 and i.object_id > 255 group by t.name, s.name, p.rows order by usedspacegb desc, t.name;",unnecessary order by term: sys.tables.name,TRUE
285,E016_UnnecessaryOrderByTerm,E016,"select a.column1, a.column2, b.column1, c.column1, cc.column1, cc.column2, cc.column3, d.column1 from table_a a inner join table_b b inner join table_c c left join table_d d inner join table_c cc where a.column1 = 1000 and b.column3 = 1 and c.column3 = 0 order by a.column1 asc;",unnecessary order by term: table_a.column1,TRUE
286,E016_UnnecessaryOrderByTerm,E016,"select q.postid, a.postid, c.commentid from posts q where q.postid = 1234 order by q.postid, a.postid, c.commentid;",unnecessary order by term: posts.postid,TRUE
287,E016_UnnecessaryOrderByTerm,E016,"select   salary from     table_name where    name='inputfromphp' and    (surname='inputfromphp' or country='inputfromphp') order by case surname when 'inputfromphp' then 0 else 1 end, case country when 'inputfromphp' then 0 else 1 end limit    1;",no errors,TRUE
288,E016_UnnecessaryOrderByTerm,E016,"select name, score_string, place from scores s where game_id =1 and game_size =15 and game_level =1 and id = ( select id from scores si where si.game_id =1 and si.game_size =15 and si.game_level =1 and si.name = s.name and si.place = s.place and si.date > ""2010-10-01"" order by si.game_id, si.game_size, si.game_level, si.name, si.place, si.score_string, si.id limit 1 ) order by game_id, game_size, game_level, score_string, id limit 100;","unnecessary order by term: scores.game_size, unnecessary order by term: scores.game_level, unnecessary order by term: scores.game_id",TRUE
289,E016_UnnecessaryOrderByTerm,E016,"select id,title,release_date from tbl_movies where release_date > '2014-02-20' or release_date='' order by release_date asc;",no errors,TRUE
290,E016_UnnecessaryOrderByTerm,E016,"select m.discovery_time, m.ip, m.matched_id, m.uuid from mydata m where m.ip = '12.34.56.78' order by m.ip, m.discovery_time;",unnecessary order by term: mydata.ip,TRUE
291,E016_UnnecessaryOrderByTerm,E016,"select max(speed) as speed, time from info where id = 1 and time > 1234 order by id;",unnecessary order by term: id,TRUE
292,E016_UnnecessaryOrderByTerm,E016,"select p1.store_number as st# from personnelfile as p1 left join payrollfile as p2 where p2.pay_date > '2010-05-14' and p2.uniform_allowance_amt_cppd in (8.25,8.50,300) and p1.jobs_series in ('2380','1458') and p1.ssn = '123456789' order by p1.ssn,p2.pay_date;",unnecessary order by term: personnelfile.ssn,TRUE
293,E016_UnnecessaryOrderByTerm,E016,"select column1, column2, column3, coalesce(column4, 'foo') as column4 from tablename where column1 = 'bar' order by column1, column2;",unnecessary order by term: column1,TRUE
294,E016_UnnecessaryOrderByTerm,E016,"select v.id, v.active, v.reg_no, p.install_date, p.remove_date from vehicle v left join period p on (v.id = p.car_id) where v.id = 1 order by v.id, p.install_date asc;",unnecessary order by term: vehicle.id,TRUE
295,E016_UnnecessaryOrderByTerm,E016,"select code, name from table1 where scope1='here' or scope2='room' group by code, name order by min(scope1), min(scope2), min(seq);","unnecessary order by term: scope1, scope2",TRUE
296,E016_UnnecessaryOrderByTerm,E016,"select br.bm_tracking_number, (select tolist(appt.fact_date) from bm_fact appt where appt.bm_review_sk = br.bm_review_sk and appt.fact_type_code=183050) ""appointments"" from bm_review br where row_delete_date_time is null order by min(select appt.fact_date from bm_fact appt where appt.bm_review_sk = br.bm_review_sk and appt.fact_type_code = 183050);", unnecessary order by term: bm_fact.fact_type_code,TRUE
297,E016_UnnecessaryOrderByTerm,E016,"select `rp_products`.`product_code`, `rp_log`.`customer_id`, `rp_products`.`product_name` from rp_products, rp_log where (`rp_log`.`customer_id` = '111') order by `rp_products`.`product_code` asc, `rp_log`.`customer_id` asc;",unnecessary order by term: `customer_id`,TRUE
298,E016_UnnecessaryOrderByTerm,E016,"select * from label where tenantid = 'jim' and tagfieldname = 'work' and tagid = 'work1' order by value, tenantid, tagfieldname, tagid, key limit 2;","unnecessary order by term: tagfieldname, unnecessary order by term: tagid, unnecessary order by term: tenantid",TRUE
299,E016_UnnecessaryOrderByTerm,E016,"select pd.id,pd.price_date,pd.name_id,pd.class_id,pd.currency_id,pd.price, pd.price - (select price from price_data as x where x.price_date < pd.price_date and x.name_id = pd.name_id and x.class_id = pd.class_id and x.currency_id = pd.currency_id having max(x.price_date)) as `change` from price_data as pd where pd.name_id ='bill' order by pd.name_id,pd.class_id,pd.currency_id,pd.price_date;",unnecessary order by term: price_data.name_id,TRUE
300,E016_UnnecessaryOrderByTerm,E016,"select mq, im, pf, kmct from vehicules where mq='renault' order by mq;",unnecessary order by term: mq,TRUE
301,E017_UnnecessaryGroupByTerm,E017,select count(*) as countbyid from items where fkid = 2003799 group by fkid having countbyid>1 order by countbyid;,unnecessary group by term: fkid,TRUE
302,E017_UnnecessaryGroupByTerm,E017,"select t.project, t.employee_id, sum(timestampdiff(hour, t.start_time, t.end_time)) as number_of_hours, max(e.billable_rate) as unit_price, sum(timestampdiff(hour, t.start_time, t.end_time)) from my_db.timesheet t join my_db.employee e on e.id = t.employee_id where t.project = 'ait' group by t.project, t.employee_id;",unnecessary group by term: my_db.timesheet.project,TRUE
303,E017_UnnecessaryGroupByTerm,E017,"select `periode_class_members`.`id`, `classes`.`id` as `class`, `periode_class_members`.`periode`, `user`.`firstname` as `firstname`, `user`.`lastname` as `lastname`, `periode_class_members`.`status`, min(`periode_class_subjects`.`id`) as pcs from `periode_class_subject_members` left join `periode_class_members` right join `periode_class_subjects` join `classes` left join `user` where `classes`.`id` = 1 group by `periode_class_members`.`id`, `classes`.`id` , `periode_class_members`.`periode`, `user`.`firstname`, `user`.`lastname` , `periode_class_members`.`status`;",unnecessary group by term: `classes`.`id`,TRUE
304,E017_UnnecessaryGroupByTerm,E017,"select class, min(grade) as highestgrade, freq, ranking from ranked where ranking = 1 group by class, freq, ranking;",unnecessary group by term: ranking,TRUE
305,E017_UnnecessaryGroupByTerm,E017,"select car.personid as person, count(car.carid) as cars, null as pets from car where car.personid = 1 group by car.personid union all  select pet.personid as person, null as cars, count(pet.petid) as pets from pet where pet.personid = 1 group by pet.personid;","unnecessary group by term: car.personid, unnecessary group by term: pet.personid",TRUE
306,E017_UnnecessaryGroupByTerm,E017,"select product.productname, component.componentname from product_component join component join product where product.productname = 'bread' group by product.productname;",unnecessary group by term: product.productname,TRUE
307,E017_UnnecessaryGroupByTerm,E017,"select name, year, sum(hours) from test_hours join test_users where year = 2020 group by users_id, year;",unnecessary group by term: year,TRUE
308,E017_UnnecessaryGroupByTerm,E017,"select speed , lat as lat1 , lon as lon1 from table1 where speed <> 0 union all select speed , lat as lat1 , lon as lon1 from table1 where speed = 0 group by speed,lat1,lon1 order by lat1;",unnecessary group by term: speed,TRUE
309,E017_UnnecessaryGroupByTerm,E017,"select id, code, sum(sale) as sale from tablename where code = 11 group by id, code;",unnecessary group by term: code,TRUE
310,E017_UnnecessaryGroupByTerm,E017,"select d.full_date, count(*) from actions a join date_dimension d where d.full_date = '2010/01/01' group by d.full_date;",unnecessary group by term: date_dimension.full_date,TRUE
311,E017_UnnecessaryGroupByTerm,E017,"select distinct from_member_id, to_member_id from `single_chat` where from_member_id = 175 or to_member_id = 175 group by from_member_id, to_member_id;","unnecessary group by term: from_member_id, unnecessary group by term: to_member_id",TRUE
312,E017_UnnecessaryGroupByTerm,E017,"select customer_id, tax_code from orders where customer_id = 'some customer id' group by customer_id, tax_code;",unnecessary group by term: customer_id,TRUE
313,E017_UnnecessaryGroupByTerm,E017,"select service_name, metric_name, array_agg(value_textarray) from service_data where service_name = 'activitydataservice' group by service_name, metric_name;",unnecessary group by term: service_name,TRUE
314,E017_UnnecessaryGroupByTerm,E017,"select s.transaction_id, group_concat(i.item_name) from stock s inner join ref_item i where s.transaction_id = 123 group by s.transaction_id;",unnecessary group by term: stock.transaction_id,TRUE
315,E017_UnnecessaryGroupByTerm,E017,"select label1, label2, sum(number) as mysum from mytable where label1 = 'foo' group by label1, label2 having mysum > 0;",unnecessary group by term: label1,TRUE
316,E017_UnnecessaryGroupByTerm,E017,"select product.productname, component.componentname from product_component join component join product where product.productname = 'bread' group by product.productname;",unnecessary group by term: product.productname,TRUE
317,E017_UnnecessaryGroupByTerm,E017,"select p.proj_uid, p.proj_name,p.agency,p.district,p.division,p.projstatus,civilbill80.billcount as civilbill80, civilbill20.billcount as civilbill20 ,civilbillpay.billcount as finalcivilbill,civilworkslip.billcount as civilworkslip, electribill80.billcount as electricbill80, electribill20.billcount as electricbill20, electribillpay.billcount as finalelectribill, electriworkslip.billcount as electriworkslip  from tempproj p left join ( select distinct(proj_name),billtype,count(1) as billcount  from payment_80   where billtype='civil' group by proj_name, billtype ) civilbill80 on civilbill80.proj_name = p.proj_name left join ( select distinct(proj_name),billtype,count(1) as billcount from payment_20    where billtype='civil' group by proj_name, billtype ) civilbill20 on civilbill20.proj_name = p.proj_name left join ( select distinct(proj_name),billtype, count(1) as billcount  from payment_80  where billtype='electric' group by proj_name, billtype  ) electribill80 on electribill80.proj_name = p.proj_name left join ( select distinct(proj_name),billtype, count(1) as billcount  from payment_20  where billtype='electric' group by proj_name, billtype ) electribill20 on electribill20.proj_name = p.proj_name left join ( select distinct(proj_name),billtype, count(1) as billcount   from payment  where billtype='civil' group by proj_name, billtype ) civilbillpay on civilbillpay.proj_name = p.proj_name left join ( select distinct(proj_name),billtype, count(1) as billcount  from payment  where billtype='civil' group by proj_name, billtype  ) electribillpay on electribillpay.proj_name = p.proj_name left join ( select distinct(proj_uid),item_type, count(1) as billcount  from workslipamounts where item_type='workslip' group by proj_uid, item_type ) civilworkslip on civilworkslip.proj_uid = p.proj_uid left join ( select distinct(proj_uid),item_type, count(1) as billcount  from workslipamounts  where item_type='elecworkslip' group by proj_uid, item_type) electriworkslip on electriworkslip.proj_uid = p.proj_uid;","unnecessary group by term: billtype, item_type",TRUE
318,E017_UnnecessaryGroupByTerm,E017,"select sum(quantity) as total from tablename where productid =1 and shopid in (1,2) group by productid;",unnecessary group by term: productid,TRUE
319,E017_UnnecessaryGroupByTerm,E017,"select a.userid, a.code, a.country, listagg(b.email, ',') within group (order by b.email) as ""emails"" from tab1.a, tab2.b where a.userid = b.userid and a.code = b.code and a.userid = 'rishi' group by a.userid, a.code, a.country;",unnecessary group by term: userid,TRUE
320,E017_UnnecessaryGroupByTerm,E017,"select division, count(id) as ct from test where role >=101 and division=1 group by division;",unnecessary group by term: division,TRUE
321,E018_InefficientHavingAttribute,E018,"select sc.studentid, c.classname, u.usergrouporganizationname, c.academicyearid, c.usergroupid, c.schoolid, sc.classid, u.usergrouporganizationstatusid from studentclasscrossreference sc inner join class c on sc.classid = c.classid inner join school s on s.schoolid = c.schoolid inner join dbo.usergrouporganization u on u.usergrouporganizationid = s.usergrouporganizationid group by sc.studentid, c.classname, u.usergrouporganizationname, u.usergrouporganizationid, c.academicyearid, c.usergroupid, c.schoolid, sc.classid, u.usergrouporganizationstatusid having u.usergrouporganizationstatusid = 0;",inefficient having: dbo.usergrouporganization.usergrouporganizationstatusid,TRUE
322,E018_InefficientHavingAttribute,E018,"select table1_id, count(*) as count from table1_table2 group by table1_id having count > 2;",no errors,TRUE
323,E018_InefficientHavingAttribute,E018,"select active, is_featured, count(*) from tbl_sales group by active, is_featured having (active=0 or active=1) and (is_featured=0 or is_featured=1);","inefficient having: active, inefficient having: is_featured",TRUE
324,E018_InefficientHavingAttribute,E018,select sum(child_id) from children group by child_id having child_id = 5;,inefficient having: child_id,TRUE
325,E018_InefficientHavingAttribute,E018,"select `businessid`, count(*) c from `biz_listing` where updated_date between '2014/06/01' and last_day('2014/07/01') group by `businessid`,`type` having c = 2;",no errors,TRUE
326,E018_InefficientHavingAttribute,E018,"select a, b, sum(d) as c from tbla inner join (tblb inner join tblc on tblb.a = tblc.a) group by a, b having f like '*808*';",inefficient having: f,TRUE
